name,id_number,phone_number,gender,district
徐颖,510113197907190287,13724510701,女,Chinese Mainland
柳秀珍,532624197711091721,13980280419,女,Chinese Mainland
王玉华,820000197207164809,13032860289,女,Chinese Macao
邝林,341523200511193930,14712754861,男,Chinese Mainland
李美琪,830000197908263051,18801800549,男,Chinese Taiwan
林倩,13060019980718633X,15899022520,男,Chinese Mainland
李瑞,511528198008096117,14798960993,男,Chinese Mainland
宋涛,230706194101291503,18658488455,女,Chinese Mainland
李建平,420600199504143163,15821902542,女,Chinese Mainland
邢雪,441426195107286434,13784261479,男,Chinese Mainland
吴洁,360826194412265660,15547509051,女,Chinese Mainland
瞿玉兰,82000019770125587X,13669664763,男,Chinese Macao
张龙,341202197308173835,18689658811,男,Chinese Mainland
孙洁,810000193707211456,15655882598,男,Chinese Hong Kong
陈琴,320301196109248769,18792354145,女,Chinese Mainland
张金凤,451421197412235317,13641868851,男,Chinese Mainland
杨晶,41000019680627905X,14500086463,男,Chinese Mainland
华敏,431227194001079305,15051531875,女,Chinese Mainland
李荣,810000195003125305,13843330402,女,Chinese Hong Kong
田沖,830000198804228520,13963908926,女,Chinese Taiwan
王玉华,620111200412050845,14722953922,女,Chinese Mainland
梅浩,810000193712230395,13076002815,男,Chinese Hong Kong
俞晨,231123197709232200,15016945684,女,Chinese Mainland
饒佳玲,830000195312244440,14703425549,女,Chinese Taiwan
胡俊,130901198005030913,13740616229,男,Chinese Mainland
张洁,810000193808116749,13060285010,女,Chinese Hong Kong
兰桂珍,440401199507154641,18625545719,女,Chinese Mainland
俞琴,820000198108154546,13403286041,女,Chinese Macao
吴秀珍,420982196510277085,15546384409,女,Chinese Mainland
郭健,450100198203122397,15206961437,男,Chinese Mainland
田惠婷,83000020011029382X,15363460009,女,Chinese Taiwan
孙秀兰,810000197906187741,13172301782,女,Chinese Hong Kong
陈兰英,330603197001239233,14722809515,男,Chinese Mainland
陈强,440103196206138245,18691635139,女,Chinese Mainland
廖亮,820000194405010460,18074616716,女,Chinese Macao
张玉梅,340203198903288485,18789637325,女,Chinese Mainland
耿红梅,411526195106206551,13668139606,男,Chinese Mainland
萧博,210181198404290219,15988374857,男,Chinese Mainland
文雪梅,820000197410048619,15389662065,男,Chinese Macao
王雪,350501196102180104,15355094511,女,Chinese Mainland
贾淑英,130803195202210263,18863634320,女,Chinese Mainland
羅威廷,83000019510704727X,13217075642,男,Chinese Taiwan
王慧,130682197708251496,15931533405,男,Chinese Mainland
徐慧,82000019840910979X,15773049390,男,Chinese Macao
郁慧,411681198507083461,13034828177,女,Chinese Mainland
楚帅,51070319980917336X,15042468380,女,Chinese Mainland
张飞,370785198911052445,18719323504,女,Chinese Mainland
卢伟,331181197205024851,13879223574,男,Chinese Mainland
段凯,331022199607238784,15716447580,女,Chinese Mainland
姜怡萱,830000198408125466,18686151198,女,Chinese Taiwan
曾玲,230407198903229072,15740650831,男,Chinese Mainland
刘秀华,131001195801283207,15935268328,女,Chinese Mainland
苏秀梅,511824198607041581,13912612116,女,Chinese Mainland
罗静,820000196110119062,18613712890,女,Chinese Macao
刘丹丹,140601199904190398,13280800610,男,Chinese Mainland
赵彬,445200199604273121,14548807926,女,Chinese Mainland
周淑英,542400199501115974,14556862210,男,Chinese Mainland
康梅,650100198109245785,13897195524,女,Chinese Mainland
黄丽华,810000199903099745,14701462242,女,Chinese Hong Kong
林利,421124197312115964,13565271310,女,Chinese Mainland
刘丽,621021200504074279,13782829759,男,Chinese Mainland
张玉梅,131123195504167684,15367562392,女,Chinese Mainland
尚秀英,350125193809200733,18752111416,男,Chinese Mainland
廖琴,533122199310064159,13077995869,男,Chinese Mainland
李刚,820000199001154989,18171050910,女,Chinese Macao
黄帆,360102193605262534,18237547620,男,Chinese Mainland
李颖,230231195507174896,14767671026,男,Chinese Mainland
李荣,130535196310107879,18079386632,男,Chinese Mainland
钟丹丹,653101200208154634,15060558517,男,Chinese Mainland
王秀华,341324200308311503,15570953229,女,Chinese Mainland
陈健,411625197111170985,15258275613,女,Chinese Mainland
瞿阳,810000197003014700,13989088287,女,Chinese Hong Kong
李宁,610122194402287493,13271628041,男,Chinese Mainland
张芳,441200193409068500,13822993827,女,Chinese Mainland
何俊,440883198308072899,18593736384,男,Chinese Mainland
叶涛,220500194605117946,13882538789,女,Chinese Mainland
王超,451221200304265811,15617678826,男,Chinese Mainland
张欢,220102199010158398,18665801660,男,Chinese Mainland
史彬,640105195806092979,13190684672,男,Chinese Mainland
黎斌,542132195609082306,13730316299,女,Chinese Mainland
李帆,370113197402014257,18702849141,男,Chinese Mainland
孙桂荣,320800197404144482,18234153051,女,Chinese Mainland
谢静,820000200204087910,18617665562,男,Chinese Macao
丁淑兰,440111197009201641,18889119424,女,Chinese Mainland
杨玉,820000193405017959,15540198432,男,Chinese Macao
王傑克,830000199803013151,15749318696,男,Chinese Taiwan
陈颖,410401194009252216,13119243836,男,Chinese Mainland
陆秀兰,433130199201262734,18096147786,男,Chinese Mainland
李建平,820000196203242115,15766205871,男,Chinese Macao
歐嘉玲,83000019740307188X,18711107301,女,Chinese Taiwan
龚艳,810000194101244725,13096531817,女,Chinese Hong Kong
李秀珍,450405194012245597,13930492993,男,Chinese Mainland
胡刚,360424199301099442,13111200933,女,Chinese Mainland
胡林,430103199009149588,13681556333,女,Chinese Mainland
张博,150722198009152170,15255007348,男,Chinese Mainland
徐东,131028195004066138,15352804478,男,Chinese Mainland
袁飞,330102194705144104,15504091873,女,Chinese Mainland
任桂香,810000193405084439,13313608304,男,Chinese Hong Kong
李萍,130434196009124731,13416079551,男,Chinese Mainland
何金凤,810000199704225294,15806946236,男,Chinese Hong Kong
佟怡婷,830000195101061273,15037468922,男,Chinese Taiwan
张刚,810000197903286912,15839641465,男,Chinese Hong Kong
袁红,23108519570723475X,13218587041,男,Chinese Mainland
龍雅惠,830000199112166132,13031081907,男,Chinese Taiwan
萧鹏,810000195303116590,18720282994,男,Chinese Hong Kong
殷涛,340802195211249875,18256461517,男,Chinese Mainland
张秀珍,411326196409158212,15912632106,男,Chinese Mainland
魏浩,820000194402259172,13435554420,男,Chinese Macao
郑刚,650205195601146985,15104763112,女,Chinese Mainland
刘宁,320804195611286316,18672733844,男,Chinese Mainland
羅冠廷,830000198604111504,14709615672,女,Chinese Taiwan
孟东,520100200109087677,13082598914,男,Chinese Mainland
张雷,411121195009303516,15898784203,男,Chinese Mainland
周柳,810000200401013388,18206115219,女,Chinese Hong Kong
陈玉兰,140221198512029158,13252161781,男,Chinese Mainland
许鹏,410205197205139569,15526375926,女,Chinese Mainland
苏玉华,810000195404133648,14555609473,女,Chinese Hong Kong
李想,533423194102132460,18155130050,女,Chinese Mainland
石俊,610303199708086381,14553386026,女,Chinese Mainland
吳雅婷,83000019560609189X,13843489081,男,Chinese Taiwan
韩金凤,451481200409159422,13295694801,女,Chinese Mainland
关想,130225198807036332,18118262348,男,Chinese Mainland
李雪,150926199311283180,18254980217,女,Chinese Mainland
孟淑英,820000198002279068,18955996703,女,Chinese Macao
黄建,530829198804237166,13483013638,女,Chinese Mainland
薛志宏,830000194312034043,18120252903,女,Chinese Taiwan
傅红霞,420923193907274313,15355582189,男,Chinese Mainland
劳鹏,220623194911163684,15222932443,女,Chinese Mainland
廖柳,410183196812213993,15139858873,男,Chinese Mainland
张亮,330822194712310725,13563631535,女,Chinese Mainland
苏想,820000199901266660,15340770484,女,Chinese Macao
江成,650101199708104272,18874758178,男,Chinese Mainland
黄瑜,320302197208204981,15172214737,女,Chinese Mainland
王敏,532623197103319650,15385773543,男,Chinese Mainland
杨彬,371082199712117662,18722779869,女,Chinese Mainland
梁柳,429021197205077758,13779472600,男,Chinese Mainland
刘刚,231121195710269295,18724839593,男,Chinese Mainland
王敏,611024198410024630,18649192072,男,Chinese Mainland
冯欣,630105194010210654,18599383416,男,Chinese Mainland
姚兵,210681198806153978,18926124357,男,Chinese Mainland
倪娟,442000197012306687,18212414860,女,Chinese Mainland
段坤,810000193805168084,15091496643,女,Chinese Hong Kong
许勇,810000197808103110,18195395809,男,Chinese Hong Kong
李洁,410781198812155470,15724193105,男,Chinese Mainland
仝龙,530700194608280283,13551719907,女,Chinese Mainland
林玉梅,532327195610102632,18572365186,男,Chinese Mainland
易建华,810000193405036111,15146712988,男,Chinese Hong Kong
杨彬,330602195311156577,13827777350,男,Chinese Mainland
汪玉,371427197212284294,13872316559,男,Chinese Mainland
牛婷,23052319610215314X,18101914413,女,Chinese Mainland
彭坤,820000194207131923,18211161842,女,Chinese Macao
郭博,370323198310093363,13896499028,女,Chinese Mainland
杨建平,210501197809052361,13608159392,女,Chinese Mainland
张晨,341204199107146736,18171668657,男,Chinese Mainland
陈龙,230182199102062450,15539438380,男,Chinese Mainland
张淑兰,230522196206217391,18687508385,男,Chinese Mainland
马旭,211422196204258925,18583127837,女,Chinese Mainland
余桂芝,360732196502253760,13824089290,女,Chinese Mainland
苏莹,513435200507212573,15337134463,男,Chinese Mainland
方丽娟,520324200403114113,15813088609,男,Chinese Mainland
罗志强,230403194701151234,18213301809,男,Chinese Mainland
烏家瑋,830000195508291804,18839919939,女,Chinese Taiwan
任小红,430101199907312604,15663037660,女,Chinese Mainland
孟海燕,511825193505233674,14778774418,男,Chinese Mainland
董丽丽,451002200302084144,15744977483,女,Chinese Mainland
刘洋,510184198208234594,15900475150,男,Chinese Mainland
陈桂珍,810000196204302560,15665571418,女,Chinese Hong Kong
叶霞,810000197805135598,14589514710,男,Chinese Hong Kong
刘琳,210181200007071477,13040660407,男,Chinese Mainland
梁想,341023195011150052,18158422620,男,Chinese Mainland
杜瑜,450403196404198116,13931521717,男,Chinese Mainland
张帅,440605194501094418,15016118607,男,Chinese Mainland
吴婷,652100199502054084,15564394062,女,Chinese Mainland
何丽,810000197308026438,15760955691,男,Chinese Hong Kong
廖欣,44030119900818623X,13022224778,男,Chinese Mainland
侯俊,450601195010198280,15823751165,女,Chinese Mainland
郑晨,520500197805186115,15041709661,男,Chinese Mainland
孫雅涵,830000198702065863,18168081549,女,Chinese Taiwan
任洋,371500199811163149,15553728430,女,Chinese Mainland
张宁,321002199108226191,15018761645,男,Chinese Mainland
兰玉兰,230303199211127298,15017410411,男,Chinese Mainland
庄秀芳,820000200412028878,15931042143,男,Chinese Macao
孙阳,820000196101031966,15353959814,女,Chinese Macao
王桂香,320312198108055007,15159867525,女,Chinese Mainland
潘雪,45072219921214928X,15689998447,女,Chinese Mainland
蔡秀珍,542121199101086671,13113751392,男,Chinese Mainland
陳哲瑋,830000196107033278,13781495391,男,Chinese Taiwan
李丹,610523197501314639,14599976165,男,Chinese Mainland
袁秀兰,450405196905101565,13586931078,女,Chinese Mainland
陈建,532504199105306081,15814850272,女,Chinese Mainland
雷飞,230223197206301432,13835231994,男,Chinese Mainland
王柳,130925196107116592,15745006320,男,Chinese Mainland
杨莉,141032197502212025,13415112674,女,Chinese Mainland
郝海燕,61092119960513303X,15043864012,男,Chinese Mainland
刘秀梅,542421193510056464,13198805104,女,Chinese Mainland
张凤兰,810000200202070910,18024417106,男,Chinese Hong Kong
唐斌,410204196607116801,15259339253,女,Chinese Mainland
朱云,370786194907067255,18598716293,男,Chinese Mainland
冯柳,410106195905057953,13240197213,男,Chinese Mainland
刘英,630121200008193216,13501717442,男,Chinese Mainland
袁芳,341182194301194652,15520050469,男,Chinese Mainland
孙利,540221197012183263,15370932673,女,Chinese Mainland
范东,331082193608203259,18848546591,男,Chinese Mainland
黃筱涵,830000196112044051,15043056820,男,Chinese Taiwan
李秀兰,431027198612237330,13386468840,男,Chinese Mainland
曹荣,81000019960112794X,18036061469,女,Chinese Hong Kong
王玉英,130183197111156401,15139264446,女,Chinese Mainland
蒋坤,310117197307230677,14528890707,男,Chinese Mainland
何平,370214195908063075,13589669545,男,Chinese Mainland
郭芳,420503196604151590,13328858534,男,Chinese Mainland
何荣,44170019971113792X,18691364472,女,Chinese Mainland
贺杰,53040119600510225X,13662053336,男,Chinese Mainland
高桂芳,131002199401028076,13386468039,男,Chinese Mainland
徐林,820000198508046931,18950349929,男,Chinese Macao
谢桂珍,620621194709299045,15194863255,女,Chinese Mainland
刘建军,370613196712286795,13219165030,男,Chinese Mainland
陳心怡,830000200403228212,15310824296,男,Chinese Taiwan
邱小红,341204198803110628,13473302833,女,Chinese Mainland
张英,13112619790624445X,13673823723,男,Chinese Mainland
陈磊,331127199509287176,18505819850,男,Chinese Mainland
李玉兰,82000019500529039X,18878178523,男,Chinese Macao
田惠雯,830000198204211709,13825696003,女,Chinese Taiwan
吕杨,440105199209100118,15651728928,男,Chinese Mainland
赵建国,441302194006129148,14554801532,女,Chinese Mainland
陈桂花,130731198406060096,15329348471,男,Chinese Mainland
曹洋,150425196408199236,15988055997,男,Chinese Mainland
曹丹丹,420105199509091555,14750315240,男,Chinese Mainland
丁宁,431124199411012363,15044803026,女,Chinese Mainland
邢波,210601198808172732,18576478618,男,Chinese Mainland
刘杨,341802200601040297,13155941372,男,Chinese Mainland
王玉兰,220106196006141915,13755846074,男,Chinese Mainland
刘雪,510403197502192173,18795165580,男,Chinese Mainland
武龙,430900198102136693,18895537917,男,Chinese Mainland
刘金凤,820000199108171252,18990605102,男,Chinese Macao
彭兰英,542227194203087318,15394392181,男,Chinese Mainland
塗俊賢,830000198706124795,13947593952,男,Chinese Taiwan
李飞,441224200102273896,15549576446,男,Chinese Mainland
张桂芳,110108196001122122,15913074770,女,Chinese Mainland
裴淑华,430503198503027882,13997644736,女,Chinese Mainland
张桂兰,433126194512054302,15779448455,女,Chinese Mainland
刘琳,43048219360613846X,13077405471,女,Chinese Mainland
梁桂芝,810000196910226884,15035261353,女,Chinese Hong Kong
吴玉兰,410425196503220535,13624923039,男,Chinese Mainland
鄭哲瑋,830000195908011621,15910089120,女,Chinese Taiwan
朱雪,320724197112126034,14573307966,男,Chinese Mainland
高艳,630225194506179209,13440538139,女,Chinese Mainland
路馨儀,830000196102056673,15900545053,男,Chinese Taiwan
陈婷,620824194107215115,13472485707,男,Chinese Mainland
徐桂芳,810000197907276164,13229728475,女,Chinese Hong Kong
张玉,433101196311089797,13240715257,男,Chinese Mainland
蒋萍,810000198311273426,15740518374,女,Chinese Hong Kong
麻秀英,141031197609224329,18244005170,女,Chinese Mainland
楚玲,330726198309296140,13268288864,女,Chinese Mainland
韩明,36043019961029445X,18993766124,男,Chinese Mainland
朱凤兰,820000198207318585,18290964245,女,Chinese Macao
张斌,441701194607067742,13121078111,女,Chinese Mainland
杜颖,410304197504136439,18070338063,男,Chinese Mainland
舒心怡,830000193510049209,15591439733,女,Chinese Taiwan
黄明,230710199501214184,18060556176,女,Chinese Mainland
陈晶,130533193509231782,13320113386,女,Chinese Mainland
陈慧,120110195504040902,18090755800,女,Chinese Mainland
邱冠宇,830000195210261274,18077701880,男,Chinese Taiwan
李海燕,150200195110049419,18260252328,男,Chinese Mainland
陈红,450700198202152220,13340704922,女,Chinese Mainland
魏淑英,810000196312288866,18204717986,女,Chinese Hong Kong
冯浩,522324195905206753,14554650383,男,Chinese Mainland
邹强,820000198508042885,13357518771,女,Chinese Macao
李慧,820000194511170089,18996710526,女,Chinese Macao
陈宇,450325198603200348,18664651063,女,Chinese Mainland
蔡林,140522199604221785,15961041904,女,Chinese Mainland
黄秀兰,820000195309132673,15860699906,男,Chinese Macao
严雷,220801195404087020,15857848958,女,Chinese Mainland
谢娜,130903193609186361,18610994882,女,Chinese Mainland
符雅萍,830000195311246532,13132867432,男,Chinese Taiwan
张凤英,23108319920509481X,13248022537,男,Chinese Mainland
程靜怡,830000195603108828,18286188861,女,Chinese Taiwan
苏秀华,82000019420731317X,15552082290,男,Chinese Macao
尹梅,440113194001119757,18297491161,男,Chinese Mainland
王桂荣,511402196203094725,18543942481,女,Chinese Mainland
毕丹,620524200209272083,13886494397,女,Chinese Mainland
鄭靜宜,830000197809252912,13456261030,男,Chinese Taiwan
徐秀云,430281197602273999,13462098214,男,Chinese Mainland
郎亮,130928197306261630,13198723744,男,Chinese Mainland
周美玲,830000198202198627,13429277851,女,Chinese Taiwan
高宜庭,830000197605024782,14723083238,女,Chinese Taiwan
李莉,341521198911218321,15965255150,女,Chinese Mainland
黄艳,460204196104289419,15963218755,男,Chinese Mainland
周建军,130403195304280009,18605770930,女,Chinese Mainland
倪辉,130201193405021265,18099480947,女,Chinese Mainland
张萍,350300196501231135,18509465590,男,Chinese Mainland
王琴,610525196210255489,18675869782,女,Chinese Mainland
王怡伶,830000194010192505,15612535445,女,Chinese Taiwan
程凯,820000193501154996,15889451449,男,Chinese Macao
蕭淑貞,830000200110042131,18027477493,男,Chinese Taiwan
戴淑华,810000197509271755,18932223343,男,Chinese Hong Kong
张丹,210400198408076832,14525905634,男,Chinese Mainland
扈玉华,511322196508015004,13125898586,女,Chinese Mainland
梁霞,620902197908106876,18062735246,男,Chinese Mainland
张玉,231282199211117162,14524994984,女,Chinese Mainland
劉郁婷,830000199703280092,15389973711,男,Chinese Taiwan
李想,630000193405267549,15615080894,女,Chinese Mainland
赵旭,360926200102013277,14708750963,男,Chinese Mainland
李海燕,51180219840723919X,15563208317,男,Chinese Mainland
刘旭,230900199501078176,13158233378,男,Chinese Mainland
陳雅芳,830000197205287073,15859634894,男,Chinese Taiwan
韦桂香,140121193606137784,13695607808,女,Chinese Mainland
王莉,440282197106100149,15996681118,女,Chinese Mainland
師威廷,83000019740503760X,14564928458,女,Chinese Taiwan
尧雪,542227196204208096,13516066199,男,Chinese Mainland
陈辉,36090219600201992X,13890524793,女,Chinese Mainland
段健,14048119800310791X,15945732577,男,Chinese Mainland
刘萍,150402200412043327,13514671336,女,Chinese Mainland
王雅萍,83000019520420138X,18752294157,女,Chinese Taiwan
湯佳慧,830000199007314623,18971072737,女,Chinese Taiwan
赵宇,610100194802067707,14509060147,女,Chinese Mainland
范想,130637195503308515,13218459422,男,Chinese Mainland
潘瑜,370685193406061086,18688672878,女,Chinese Mainland
田建宏,830000194602267929,14528105493,女,Chinese Taiwan
欧建华,130706198212266217,13596993614,男,Chinese Mainland
周博,330109195305293484,13227831901,女,Chinese Mainland
许淑英,810000195702210154,15120457740,男,Chinese Hong Kong
梁洁,320106198310295903,18021663439,女,Chinese Mainland
朱桂芝,430200195410055623,15157572304,女,Chinese Mainland
管红,410701199001028454,15582182160,男,Chinese Mainland
庞慧,320113195403296921,13461041162,女,Chinese Mainland
曾鑫,140227193908034303,13209624111,女,Chinese Mainland
江婷,360201193610096867,13175583712,女,Chinese Mainland
萧萍,653023200101249812,14567903805,男,Chinese Mainland
冯丽娟,433124194410179574,13485255307,男,Chinese Mainland
徐淑華,830000197402049808,15346469694,女,Chinese Taiwan
吴彬,653221194310313796,14793094192,男,Chinese Mainland
邓秀荣,130724193505051658,18671797150,男,Chinese Mainland
王霞,330900200403200253,15160582435,男,Chinese Mainland
王桂花,530923197312271694,15246337148,男,Chinese Mainland
赵小红,350505194202193929,13804877943,女,Chinese Mainland
王秀英,810000194408267227,13791727772,女,Chinese Hong Kong
王玉兰,513430198707081318,13565075900,男,Chinese Mainland
林丽丽,500151194104296654,18159175488,男,Chinese Mainland
刘倩,230202199607188802,18053165410,女,Chinese Mainland
吴桂珍,450481200210303668,13102591319,女,Chinese Mainland
楊淑慧,830000194104148134,15750643308,男,Chinese Taiwan
田秀珍,411625196601197561,15257296032,女,Chinese Mainland
张建,441621200412290053,14588924688,男,Chinese Mainland
何红霞,130826196710250412,15935664978,男,Chinese Mainland
刘玉兰,451122196606215096,13116484953,男,Chinese Mainland
杨杨,230000197404222967,13038023753,女,Chinese Mainland
陈想,530400199409101453,14790265497,男,Chinese Mainland
薛坤,53262719360825110X,18196746066,女,Chinese Mainland
韋郁婷,830000197306020765,15616807402,女,Chinese Taiwan
胡娜,820000197708081024,18662567258,女,Chinese Macao
陈浩,810000200310206838,18937294221,男,Chinese Hong Kong
吴燕,810000194503233201,13211246906,女,Chinese Hong Kong
祝桂芝,513328197406011525,13729727204,女,Chinese Mainland
吴淑珍,341881196009081395,15701159751,男,Chinese Mainland
张淑珍,510903197712198327,15217870002,女,Chinese Mainland
刘淑华,542129194211179172,13655713020,男,Chinese Mainland
李嘉玲,830000193908227685,15311190021,女,Chinese Taiwan
李平,820000193901173619,15573519236,男,Chinese Macao
姜娜,810000195010298677,13388285020,男,Chinese Hong Kong
萧红霞,620101195608124969,13430267404,女,Chinese Mainland
王杨,810000198009264545,15325735025,女,Chinese Hong Kong
王春梅,230281195712062512,13303046196,男,Chinese Mainland
张文,340122199408101300,18676885742,女,Chinese Mainland
鞠霞,533400195905315471,15703950943,男,Chinese Mainland
陈荣,430223198711092282,15372148491,女,Chinese Mainland
赵辉,340824197910221203,13445790876,女,Chinese Mainland
董詩婷,830000196609025892,18872873927,男,Chinese Taiwan
趙郁雯,830000193511299154,13408850439,男,Chinese Taiwan
周凯,340881195709239004,18608101776,女,Chinese Mainland
白旭,820000197410076636,18767702207,男,Chinese Macao
贾辉,370600196106200873,15636479872,男,Chinese Mainland
李玉英,340208197006286671,18646287590,男,Chinese Mainland
朱帅,441501198408168206,14578104886,女,Chinese Mainland
卢桂荣,411623196211177351,15926561099,男,Chinese Mainland
罗鹏,510601194203314788,15513223970,女,Chinese Mainland
刘建军,810000193505089915,13362071867,男,Chinese Hong Kong
郭华,371422193503098547,14508569527,女,Chinese Mainland
王秀梅,140822197511293664,15291672087,女,Chinese Mainland
杨楠,330501196101230663,14544213955,女,Chinese Mainland
赵艳,820000194001244156,15208154466,男,Chinese Macao
刘旭,820000196310049732,13067822630,男,Chinese Macao
于晶,820000196303295150,15512710056,男,Chinese Macao
赵超,621021199804297495,15302923541,男,Chinese Mainland
滕梅,440811198301295836,13054766970,男,Chinese Mainland
胡云,440306196709250386,13545112153,女,Chinese Mainland
吴佳,820000194609034069,13812811665,女,Chinese Macao
申桂英,451222199207110237,13420474396,男,Chinese Mainland
黄雪,220122200003219093,13559934941,男,Chinese Mainland
计亮,81000019581205392X,18615893535,女,Chinese Hong Kong
孙淑珍,44078519690831110X,18007230659,女,Chinese Mainland
楊雅雯,830000196401166290,13738915724,男,Chinese Taiwan
万玲,652925197007015848,18590797816,女,Chinese Mainland
宋峰,450204200406218066,13792874793,女,Chinese Mainland
李莉,420201193705017398,13268222802,男,Chinese Mainland
龚佳,810000194712300335,18505691052,男,Chinese Hong Kong
王平,810000198104181529,18181675954,女,Chinese Hong Kong
谢芳,441200196308245428,15544970928,女,Chinese Mainland
张玉梅,652824198108093311,13720981056,男,Chinese Mainland
王明,441502199309024558,15938865627,男,Chinese Mainland
彭勇,810000194106051877,15562328924,男,Chinese Hong Kong
郝秀华,653223197208056136,18519826135,男,Chinese Mainland
王桂香,341203195705288828,15500584127,女,Chinese Mainland
孙帆,654224197908010320,14515172441,女,Chinese Mainland
刘慧,370923197712182949,18732309463,女,Chinese Mainland
陈红梅,820000194010184378,15502196923,男,Chinese Macao
蒋欣,420804199301158118,15389007149,男,Chinese Mainland
夏杰,330683195302119422,13985603608,女,Chinese Mainland
徐柳,341200199202133436,18830604872,男,Chinese Mainland
龚成,410803195405262626,15374502081,女,Chinese Mainland
陆凤兰,140201199402116743,14572156208,女,Chinese Mainland
王勇,640105199107292339,13999482707,男,Chinese Mainland
王秀云,37070419861230822X,15739573639,女,Chinese Mainland
张丹丹,420921196712077265,18931086360,女,Chinese Mainland
陈华,410329194007184687,15135888922,女,Chinese Mainland
厉敏,150502199701161135,13668252862,男,Chinese Mainland
牛秀芳,150826200204010371,15873719797,男,Chinese Mainland
马秀荣,350721199907094940,18916799478,女,Chinese Mainland
李兰英,230110195708050657,14528923785,男,Chinese Mainland
童旭,640303194706195851,18717342031,男,Chinese Mainland
曲燕,410503197104026075,18182766883,男,Chinese Mainland
张丽,510811198207223607,15531945786,女,Chinese Mainland
伍明,421181195611115911,14570964035,男,Chinese Mainland
董兵,433130197105099632,15901720516,男,Chinese Mainland
黄璐,820000199502102407,15728385520,女,Chinese Macao
孙成,820000198404150574,13011979571,男,Chinese Macao
周峰,810000196611101600,18072100355,女,Chinese Hong Kong
楚秀芳,810000200511149905,18909548320,女,Chinese Hong Kong
张桂花,542623197804180593,18916944277,男,Chinese Mainland
邓秀英,371425198903085296,14580468888,男,Chinese Mainland
陳哲瑋,830000197808119298,18768572965,男,Chinese Taiwan
冯桂花,341701198908056427,14745912850,女,Chinese Mainland
鞠岩,820000197409256197,15153764956,男,Chinese Macao
郝宁,210802194409023448,13166884403,女,Chinese Mainland
王帅,640400196504132997,14760807860,男,Chinese Mainland
张淑兰,810000198309016391,13964464750,男,Chinese Hong Kong
冯峰,542523193711111392,13829042051,男,Chinese Mainland
黄华,371702197410072603,18732434742,女,Chinese Mainland
韩浩,350121198201113735,15981476220,男,Chinese Mainland
张淑兰,410306198203062533,15038813540,男,Chinese Mainland
成晶,820000194102142415,18750715982,男,Chinese Macao
王平,350801197508047208,13464074465,女,Chinese Mainland
张瑜,810000200410234115,18720870918,男,Chinese Hong Kong
温萍,340223193702212700,18172884340,女,Chinese Mainland
姜佳,65292420021211929X,13113473137,男,Chinese Mainland
陈桂荣,622927195111200750,15803874733,男,Chinese Mainland
朱桂英,542122199010104287,14585404319,女,Chinese Mainland
杨坤,820000199512110224,15239195743,女,Chinese Macao
罗兵,330103196501143826,14727340297,女,Chinese Mainland
谢秀云,810000200206194208,15595074391,女,Chinese Hong Kong
张洋,520327195402226557,15322158415,男,Chinese Mainland
邹玉梅,810000197704093827,15743306669,女,Chinese Hong Kong
刘秀英,331127195901129107,15252449920,女,Chinese Mainland
冉红,431321200502248272,15148352982,男,Chinese Mainland
张平,610304196112211754,13312666931,男,Chinese Mainland
吴伟,350428200408158069,18639840011,女,Chinese Mainland
李军,130630195010272281,15953437374,女,Chinese Mainland
黄琴,810000196406198087,18205050853,女,Chinese Hong Kong
王家銘,83000019991015841X,13458623614,男,Chinese Taiwan
曾明,542622195609218466,14781828367,女,Chinese Mainland
王筱涵,830000197606276324,13730697739,女,Chinese Taiwan
孙帅,341524198904195335,15999970266,男,Chinese Mainland
王成,420506195310234053,15129934534,男,Chinese Mainland
楊郁雯,830000196501283419,18952411058,男,Chinese Taiwan
张芳,210123196303221414,18984768152,男,Chinese Mainland
鞠宁,511803196901115210,14736454314,男,Chinese Mainland
常凤兰,820000197502029642,18897468355,女,Chinese Macao
庄杨,370685194412232499,15369306701,男,Chinese Mainland
王瑞,810000198305072847,15923569021,女,Chinese Hong Kong
马明,52062420000525431X,14513389710,男,Chinese Mainland
林静,540232199301151178,13956975243,男,Chinese Mainland
王洁,410500199212222487,15813915085,女,Chinese Mainland
林冠宇,830000193506287829,18268124793,女,Chinese Taiwan
廖玲,210281195910269502,18157205503,女,Chinese Mainland
鄭思穎,830000193706126157,18957830735,男,Chinese Taiwan
谭玉兰,130502196609026646,18070514201,女,Chinese Mainland
高慧,810000194111044380,13445762385,女,Chinese Hong Kong
姜筱涵,830000194701190621,15344052283,女,Chinese Taiwan
杨勇,513222193703273837,15716216836,男,Chinese Mainland
刘龙,810000199306301837,18943685228,男,Chinese Hong Kong
袁洋,820000199910093327,15160776048,女,Chinese Macao
马萍,110116197908256641,15266573638,女,Chinese Mainland
周桂香,230710194310250964,15315396555,女,Chinese Mainland
周秀英,450800194412314811,13823696937,男,Chinese Mainland
王强,361023198407115410,14597411456,男,Chinese Mainland
宋勇,450323194602026893,18268620268,男,Chinese Mainland
国凯,360104196907308899,15946806142,男,Chinese Mainland
曾秀珍,411602196805217515,15631020325,男,Chinese Mainland
孫怡如,830000199405243082,18168556572,女,Chinese Taiwan
車婷婷,830000199406088619,14519412125,男,Chinese Taiwan
郭敏,542624199805112977,15979188716,男,Chinese Mainland
刘静,140201193408244861,18760834756,女,Chinese Mainland
